,Power,Hybrid type,Range extender,Transmission,Doors,Model,Condition,Battery warranty (km),Mileage,Valid MOT until,Battery capacity,CO2 emissions,El. motor power,First registration,Energy efficiency,Battery type,Country of origin,DC charging time,Emission class,Fuel,Drive type,AC charging time,Secondary drive,Body,Make,Interior color,Engine power,CARNAME,Currency,Weight,Engine capacity,VIN,ID,Tags,Type of finish,Price,Consumption,Full service history,Interior material,Body color,Previous owners,Seats,Warranty until,Electric range
1188,132 kW,,,Automatic,4/5 doors,4,Used,,16 104 km,,,147 g/km,,5/2022,,,,,Euro 6,Petrol,4x2,,,Hatchback,DS Automobiles,,,ds-automobiles 4,EUR,,1 598 ccm,not published by the seller,61185319,,,35649,6.2 l/100km (combined),,,Grey,,5,,
1189,100 kW,,,Automatic,4/5 doors,A 180,Used,,110 228 km,,,122 g/km,,7/2019,,,,,Euro 6,Petrol,4x2,,,Hatchback,Mercedes-Benz,Black interior,,mercedes-benz a-180,EUR,1265,1 332 ccm,not published by the seller,61185333,Parking assist system self-steering; LED headlights; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Panoramic roof; Voice control; Navigation system; Traffic sign recognition,Metallic,26249,5.3 l/100km (combined),,Part leather interior,Black,,5,,
1190,338 kW,,,Manual,2/3 doors,Mustang,,,10 km,06/2025,,311 g/km,,6/2023,,,,,Euro 6,Petrol,4x2,,,Coupe,Ford,Black interior,,ford mustang,EUR,,5 038 ccm,not published by the seller,61185328,Ventilated front seats; LED headlights; Keyless entry; Electric adjustable front seats; Bang & Olufsen audio; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition,,71699,13.6 l/100km (combined); 20.3 l/100km (city); 9.7 l/100km ,,Full leather interior,Red,1,4,,
1191,154 kW,,,Automatic,4/5 doors,Stelvio,Used,,126 806 km,,,127 g/km,,5/2017,,,,,Euro 6,Diesel,4x4,,,SUV / offroad,Alfa Romeo,,,alfa-romeo stelvio,EUR,,2 143 ccm,not published by the seller,61185315,Adaptive cruise control; Panoramic roof,,26199,4.8 l/100km (combined); 5.5 l/100km (city); 4.4 l/100km ,,,White,,5,12/2024,
1192,211 kW,,,Automatic,4/5 doors,Grand Caravan,,,79 000 km,05/2025,,247 g/km,,1/2017,,,,,Euro 6,Petrol,4x2,,,MPV,Dodge,Black interior,,dodge grand-caravan,EUR,,3 605 ccm,not published by the seller,61185317,Keyless entry; Electric adjustable front seats; Keyless ignition; Voice control; El. tailgate; Paddle shifters; Bluetooth; Light sensor; Multifunctional steering wheel; Side mirrors with electic adjustment,,32099,9.3 l/100km (combined); 12.8 l/100km (city); 7.3 l/100km ,,Part leather interior,White,1,7,,
1193,52 kW,,,Manual,4/5 doors,Space Star,New,,10 km,,,116 g/km,,9/2023,,,,,Euro 6d,Petrol,4x2,,,Hatchback,Mitsubishi,Other interior color,,mitsubishi space-star,EUR,,1 193 ccm,not published by the seller,61185305,Bluetooth; Light sensor; Hill-start assist; Side mirrors with electic adjustment; Daytime running lights; On-board computer; USB; Front electric windows,,15299,5.2 l/100km (combined); 5.8 l/100km (city); 4.5 l/100km ,,Cloth interior,White,,5,,
1194,146 kW,,,Automatic,4/5 doors,Kona,Used,,12 750 km,,,124 g/km,,3/2023,,,,,Euro 6d,Petrol,4x2,,,SUV / offroad,Hyundai,Black interior,,hyundai kona,EUR,,1 600 ccm,not published by the seller,61185311,LED headlights; Digital cockpit; Keyless entry; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition; Voice control; Navigation system,Metallic,28749,5.4 l/100km (combined),,Cloth interior,Grey,1,5,,
1195,143 kW,,,Automatic,4/5 doors,6,,,99 km,,,156 g/km,,12/2023,,,,,Euro 6c,Petrol,4x2,,,Station Wagon,Mazda,Brown interior,,mazda 6,EUR,,2 488 ccm,not published by the seller,61185313,LED headlights; Bose audio; Heated front seats; Head-up display; Apple CarPlay; Android auto; Navigation system; Heated steering wheel; Rear cross traffic alert (RCTA); Paddle shifters,Metallic,50049,6.8 l/100km (combined); 8.9 l/100km (city); 5.6 l/100km ,,Full leather interior,Red,1,5,,
1196,106 kW,,,Automatic,4/5 doors,Arkana,,,10 km,,,107 g/km,,8/2023,,,,,Euro 6d,Hybrid,4x2,,,SUV / offroad,Renault,Black interior,,renault arkana,EUR,,1 598 ccm,not published by the seller,61185312,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Bose audio; Heated front seats; Apple CarPlay; Android auto,Metallic,34049,4.8 l/100km (combined); 4.6 l/100km (city); 3.5 l/100km ,,Alcantara interior,Blue,,5,,
1197,88 kW,,,Manual,4/5 doors,V40 Cross Country,,,123 500 km,,,122 g/km,,9/2017,,,,,Euro 6,Diesel,4x2,,,Hatchback,Volvo,Other interior color,,volvo v40-cross-country,EUR,,1 969 ccm,not published by the seller,61185310,LED headlights; Heated front seats; Navigation system; Bluetooth; Automatic A/C; Rain sensor; Light sensor; Hill-start assist; Parking sensors; Multifunctional steering wheel,Metallic,17199,4.6 l/100km (combined); 5.7 l/100km (city); 4 l/100km ,,Other interior material,Black,2,5,,
1198,67 kW,,,Manual,4/5 doors,Captur,Used,,35 364 km,,,121 g/km,,8/2021,,,,,Euro 6d,Petrol,4x2,,,SUV / offroad,Renault,Grey interior,,renault captur,EUR,1257,999 ccm,not published by the seller,61185308,Parking assist system self-steering; LED headlights; Keyless entry; Apple CarPlay; Android auto; Keyless ignition; Navigation system; Traffic sign recognition; Bluetooth; Automatic A/C,,17949,5.9 l/100km (combined),,Part leather interior,Black,,5,,
1199,48 kW,,,Manual,2/3 doors,Twingo,Used,,20 935 km,,,117 g/km,,2/2022,,,,,Euro 6,Petrol,4x2,,,Hatchback,Renault,,,renault twingo,EUR,,999 ccm,not published by the seller,61185309,Bluetooth; Automatic lights; Rain sensor; Hill-start assist; Multifunctional steering wheel; Daytime running lights; On-board computer; Start-stop system; USB; Front electric windows,Metallic,12199,4.9 l/100km (combined),,,Black,,4,,
1200,100 kW,,,Automatic,4/5 doors,A 180,Used,,110 228 km,,,122 g/km,,7/2019,,,,,Euro 6,Petrol,4x2,,,Hatchback,Mercedes-Benz,Black interior,,mercedes-benz a-180,EUR,1265,1 332 ccm,not published by the seller,61185333,Parking assist system self-steering; LED headlights; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Panoramic roof; Voice control; Navigation system; Traffic sign recognition,Metallic,26249,5.3 l/100km (combined),,Part leather interior,Black,,5,,
1201,338 kW,,,Manual,2/3 doors,Mustang,,,10 km,06/2025,,311 g/km,,6/2023,,,,,Euro 6,Petrol,4x2,,,Coupe,Ford,Black interior,,ford mustang,EUR,,5 038 ccm,not published by the seller,61185328,Ventilated front seats; LED headlights; Keyless entry; Electric adjustable front seats; Bang & Olufsen audio; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition,,71699,13.6 l/100km (combined); 20.3 l/100km (city); 9.7 l/100km ,,Full leather interior,Red,1,4,,
1202,154 kW,,,Automatic,4/5 doors,Stelvio,Used,,126 806 km,,,127 g/km,,5/2017,,,,,Euro 6,Diesel,4x4,,,SUV / offroad,Alfa Romeo,,,alfa-romeo stelvio,EUR,,2 143 ccm,not published by the seller,61185315,Adaptive cruise control; Panoramic roof,,26199,4.8 l/100km (combined); 5.5 l/100km (city); 4.4 l/100km ,,,White,,5,12/2024,
1203,211 kW,,,Automatic,4/5 doors,Grand Caravan,,,79 000 km,05/2025,,247 g/km,,1/2017,,,,,Euro 6,Petrol,4x2,,,MPV,Dodge,Black interior,,dodge grand-caravan,EUR,,3 605 ccm,not published by the seller,61185317,Keyless entry; Electric adjustable front seats; Keyless ignition; Voice control; El. tailgate; Paddle shifters; Bluetooth; Light sensor; Multifunctional steering wheel; Side mirrors with electic adjustment,,32099,9.3 l/100km (combined); 12.8 l/100km (city); 7.3 l/100km ,,Part leather interior,White,1,7,,
1204,100 kW,,,Manual,4/5 doors,Sportage,Used,,113 552 km,,,131 g/km,,3/2020,,,,,Euro 6,Diesel,4x4,,,SUV / offroad,Kia,,,kia sportage,EUR,,1 598 ccm,not published by the seller,61185306,Automatic multi-zone A/C; Panoramic roof; Voice control; Navigation system; Traffic sign recognition; Rear parking camera; Automatic lights; Rain sensor; Lane assist; Hill-start assist,,17899,5 l/100km (combined); 5.4 l/100km (city); 4.6 l/100km ,,,Grey,1,5,,
1205,52 kW,,,Manual,4/5 doors,Space Star,New,,10 km,,,116 g/km,,9/2023,,,,,Euro 6d,Petrol,4x2,,,Hatchback,Mitsubishi,Other interior color,,mitsubishi space-star,EUR,,1 193 ccm,not published by the seller,61185305,Bluetooth; Light sensor; Hill-start assist; Side mirrors with electic adjustment; Daytime running lights; On-board computer; USB; Front electric windows,,15299,5.2 l/100km (combined); 5.8 l/100km (city); 4.5 l/100km ,,Cloth interior,White,,5,,
1206,146 kW,,,Automatic,4/5 doors,Kona,Used,,12 750 km,,,124 g/km,,3/2023,,,,,Euro 6d,Petrol,4x2,,,SUV / offroad,Hyundai,Black interior,,hyundai kona,EUR,,1 600 ccm,not published by the seller,61185311,LED headlights; Digital cockpit; Keyless entry; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition; Voice control; Navigation system,Metallic,28749,5.4 l/100km (combined),,Cloth interior,Grey,1,5,,
1207,143 kW,,,Automatic,4/5 doors,6,,,99 km,,,156 g/km,,12/2023,,,,,Euro 6c,Petrol,4x2,,,Station Wagon,Mazda,Brown interior,,mazda 6,EUR,,2 488 ccm,not published by the seller,61185313,LED headlights; Bose audio; Heated front seats; Head-up display; Apple CarPlay; Android auto; Navigation system; Heated steering wheel; Rear cross traffic alert (RCTA); Paddle shifters,Metallic,50049,6.8 l/100km (combined); 8.9 l/100km (city); 5.6 l/100km ,,Full leather interior,Red,1,5,,
1208,106 kW,,,Automatic,4/5 doors,Arkana,,,10 km,,,107 g/km,,8/2023,,,,,Euro 6d,Hybrid,4x2,,,SUV / offroad,Renault,Black interior,,renault arkana,EUR,,1 598 ccm,not published by the seller,61185312,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Bose audio; Heated front seats; Apple CarPlay; Android auto,Metallic,34049,4.8 l/100km (combined); 4.6 l/100km (city); 3.5 l/100km ,,Alcantara interior,Blue,,5,,
1209,88 kW,,,Manual,4/5 doors,V40 Cross Country,,,123 500 km,,,122 g/km,,9/2017,,,,,Euro 6,Diesel,4x2,,,Hatchback,Volvo,Other interior color,,volvo v40-cross-country,EUR,,1 969 ccm,not published by the seller,61185310,LED headlights; Heated front seats; Navigation system; Bluetooth; Automatic A/C; Rain sensor; Light sensor; Hill-start assist; Parking sensors; Multifunctional steering wheel,Metallic,17199,4.6 l/100km (combined); 5.7 l/100km (city); 4 l/100km ,,Other interior material,Black,2,5,,
1210,48 kW,,,Manual,2/3 doors,Twingo,Used,,20 935 km,,,117 g/km,,2/2022,,,,,Euro 6,Petrol,4x2,,,Hatchback,Renault,,,renault twingo,EUR,,999 ccm,not published by the seller,61185309,Bluetooth; Automatic lights; Rain sensor; Hill-start assist; Multifunctional steering wheel; Daytime running lights; On-board computer; Start-stop system; USB; Front electric windows,Metallic,12199,4.9 l/100km (combined),,,Black,,4,,
1211,67 kW,,,Manual,4/5 doors,Captur,Used,,35 364 km,,,121 g/km,,8/2021,,,,,Euro 6d,Petrol,4x2,,,SUV / offroad,Renault,Grey interior,,renault captur,EUR,1257,999 ccm,not published by the seller,61185308,Parking assist system self-steering; LED headlights; Keyless entry; Apple CarPlay; Android auto; Keyless ignition; Navigation system; Traffic sign recognition; Bluetooth; Automatic A/C,,17949,5.9 l/100km (combined),,Part leather interior,Black,,5,,
1212,49 kW,,,Automatic,,Picanto,,,18 790 km,,,101 g/km,,1/2021,,,,,Euro 6,Petrol,4x2,,,Hatchback,Kia,,,kia picanto,EUR,,998 ccm,not published by the seller,61185303,Heated front seats; Heated steering wheel; Bluetooth; Rear parking camera; Hill-start assist; Multifunctional steering wheel; On-board computer; Front electric windows,,14449,5.5 l/100km (combined),,,Blue,,,,
1213,96 kW,,,Automatic,4/5 doors,Mokka,New,,50 km,,,111 g/km,,9/2023,,,,,No emission class,Petrol,4x2,,,SUV / offroad,Opel,Black interior,,opel mokka,EUR,,1 199 ccm,not published by the seller,61185304,LED headlights; Digital cockpit; Heated front seats; Apple CarPlay; Android auto; Heated steering wheel; Automatic A/C; Rain sensor; Lane assist; Front collision warning system,Metallic,29099,4.9 l/100km (combined),,Cloth interior,Blue,,5,,
1214,70 kW,,,Manual,4/5 doors,500L,Used,,21 700 km,,,143 g/km,,9/2017,,,Belgium,,Euro 6c,Petrol,4x2,,,MPV,Fiat,Black interior,,fiat 500l,EUR,1245,1 368 ccm,not published by the seller,61185302,Rain sensor; Light sensor; On-board computer; CD player; USB,Metallic,12399,6.1 l/100km (combined); 6.1 l/100km (city); 6.1 l/100km ,,Cloth interior,Grey,,5,,
1215,145 kW,,,Automatic,2/3 doors,E 200,,,35 453 km,,,187 g/km,,11/2022,,,,,Euro 6d-TEMP,Petrol,4x2,,,Cabriolet,Mercedes-Benz,Black interior,,mercedes-benz e-200,EUR,,1 991 ccm,not published by the seller,61185314,Parking assist system self-steering; LED headlights; Digital cockpit; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Navigation system; Glare-free high beam headlights; Paddle shifters,Metallic,48999,8.3 l/100km (combined); 9.4 l/100km (city); 6 l/100km ,,Part leather interior,Grey,1,4,,
1216,132 kW,,,Manual,4/5 doors,Kuga,Used,,89 899 km,,,135 g/km,,5/2018,,,,,Euro 6,Diesel,4x4,,,SUV / offroad,Ford,Black interior,,ford kuga,EUR,1702,1 997 ccm,not published by the seller,61185295,Keyless entry; Heated front seats; Android auto; WLAN/Wifi hotspot; Integrated music streaming; Keyless ignition; Voice control; Navigation system; El. tailgate; Sport front seats,Metallic,18999,5.2 l/100km (combined); 5.2 l/100km (city); 5.2 l/100km ,,Full leather interior,Black,,5,,
1217,140 kW,,,Automatic,4/5 doors,Stelvio,Used,,79 000 km,,,146 g/km,,7/2020,,,Italy,,Euro 6,Diesel,4x4,,,SUV / offroad,Alfa Romeo,Black interior,,alfa-romeo stelvio,EUR,1820,2 143 ccm,not published by the seller,61185292,Air suspension; LED headlights; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Harman/Kardon audio; Heated front seats; Keyless ignition; Voice control; Navigation system,,40599,5.6 l/100km (combined); 5.6 l/100km (city); 5.6 l/100km ,,Full leather interior,Blue,,5,,
1218,81 kW,,,Automatic,4/5 doors,T-Cross,,,1 250 km,,,112 g/km,,11/2023,,,,,Euro 6d,Petrol,4x2,,,SUV / offroad,Volkswagen,Black interior,,volkswagen t-cross,EUR,,999 ccm,not published by the seller,61185299,Digital cockpit; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Paddle shifters; Bluetooth; Automatic 2-zones air conditioning; Rain sensor; Light sensor,Metallic,28899,6.3 l/100km (combined),,Cloth interior,Black,,5,,
1219,173 kW,,,Automatic,4/5 doors,XC60,Used,,131 152 km,,,152 g/km,,11/2017,,,,,Euro 6,Diesel,4x4,,,SUV / offroad,Volvo,Other interior color,,volvo xc60,EUR,1870,1 969 ccm,not published by the seller,61185293,LED headlights; Digital cockpit; Electric adjustable front seats; Heated front seats; Head-up display; Navigation system; El. tailgate; Sport front seats; Traffic sign recognition; Bluetooth,Metallic,28349,5.8 l/100km (combined),,Full leather interior,Green,,5,,
1220,85 kW,,,Manual,4/5 doors,Sportage,Used,,153 000 km,,,139 g/km,,8/2015,,,,,No emission class,Diesel,4x2,,,SUV / offroad,Kia,Other interior color,,kia sportage,EUR,1415,1 685 ccm,not published by the seller,61185291,Navigation system; Bluetooth; Automatic A/C; Rain sensor; Parking sensors; Multifunctional steering wheel; Side mirrors with electic adjustment; Daytime running lights; Leather steering wheel; On-board computer,Metallic,10149,5.3 l/100km (combined); 5.3 l/100km (city); 5.3 l/100km ,,Other interior material,White,,5,,
1221,48 kW,,,Manual,2/3 doors,Twingo,Used,,32 613 km,,,117 g/km,,6/2021,,,,,Euro 6,Petrol,4x2,,,Hatchback,Renault,,,renault twingo,EUR,,999 ccm,not published by the seller,61185297,Automatic lights; Daytime running lights; Electrically heated side mirrors; On-board computer; Start-stop system,,11899,4.9 l/100km (combined),,,Grey,1,4,12/2024,
1222,132 kW,,,Manual,4/5 doors,Kuga,Used,,89 899 km,,,135 g/km,,5/2018,,,,,Euro 6,Diesel,4x4,,,SUV / offroad,Ford,Black interior,,ford kuga,EUR,1702,1 997 ccm,not published by the seller,61185295,Keyless entry; Heated front seats; Android auto; WLAN/Wifi hotspot; Integrated music streaming; Keyless ignition; Voice control; Navigation system; El. tailgate; Sport front seats,Metallic,18999,5.2 l/100km (combined); 5.2 l/100km (city); 5.2 l/100km ,,Full leather interior,Black,,5,,
1223,110 kW,,,Automatic,4/5 doors,Karoq,,,10 km,,,126 g/km,,12/2023,,,,,No emission class,Petrol,4x2,,,SUV / offroad,Skoda,Other interior color,,skoda karoq,EUR,1405,1 498 ccm,not published by the seller,61185294,Keyless entry; Adaptive cruise control; Heated front seats; Sport front seats; Bluetooth; Rain sensor; Hill-start assist; Front collision warning system; Parking sensors; Side mirrors with electic adjustment,Metallic,47999,5.6 l/100km (combined),,Other interior material,Grey,,5,,
1224,270 kW,Mild hybrid,No,Automatic,4/5 doors,CLS 450,Used,,31 585 km,,,178 g/km,,9/2018,,,,,Euro 6d-TEMP,Petrol,4x4,,,Sedans / saloons,Mercedes-Benz,Black interior,,mercedes-benz cls-450,EUR,1940,2 999 ccm,not published by the seller,61185290,Parking assist system self-steering; LED headlights; Digital cockpit; Electric adjustable front seats; Heated front seats; Integrated music streaming; Voice control; Navigation system; Paddle shifters; Sport front seats,Metallic,54349,7.8 l/100km (combined); 7.8 l/100km (city); 7.8 l/100km ,,Full leather interior,Grey,,4,,
1225,66 kW,,,Manual,4/5 doors,Clio,Used,,13 251 km,,,112 g/km,,1/2022,,,,,,Petrol,4x2,,,Hatchback,Renault,,,renault clio,EUR,,999 ccm,VF1RJA00268761163,61185300,Traffic sign recognition; Bluetooth; Automatic A/C; Rain sensor; Lane assist; Daytime running lights; Front electric windows; Rear electric windows,,15799,5.2 l/100km (combined),,,Grey,,5,,
1226,140 kW,,,Automatic,4/5 doors,Stelvio,Used,,79 000 km,,,146 g/km,,7/2020,,,Italy,,Euro 6,Diesel,4x4,,,SUV / offroad,Alfa Romeo,Black interior,,alfa-romeo stelvio,EUR,1820,2 143 ccm,not published by the seller,61185292,Air suspension; LED headlights; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Harman/Kardon audio; Heated front seats; Keyless ignition; Voice control; Navigation system,,40599,5.6 l/100km (combined); 5.6 l/100km (city); 5.6 l/100km ,,Full leather interior,Blue,,5,,
1227,81 kW,,,Automatic,4/5 doors,T-Cross,,,1 250 km,,,112 g/km,,11/2023,,,,,Euro 6d,Petrol,4x2,,,SUV / offroad,Volkswagen,Black interior,,volkswagen t-cross,EUR,,999 ccm,not published by the seller,61185299,Digital cockpit; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Paddle shifters; Bluetooth; Automatic 2-zones air conditioning; Rain sensor; Light sensor,Metallic,28899,6.3 l/100km (combined),,Cloth interior,Black,,5,,
1228,62 kW,,,Manual,4/5 doors,i20,Used,,49 778 km,,,121 g/km,,11/2020,,,,,Euro 6,Petrol,4x2,,,Hatchback,Hyundai,,,hyundai i20,EUR,,1 248 ccm,not published by the seller,61185275,Traffic sign recognition; Rear parking camera; Automatic lights; Lane assist; Hill-start assist; Multifunctional steering wheel; Side mirrors with electic adjustment; Daytime running lights; Electrically heated side mirrors; Leather steering wheel,Metallic,14399,5.3 l/100km (combined),,,Grey,1,5,,
1229,195 kW,,,Automatic,4/5 doors,X5,,,100 000 km,,,158 g/km,,6/2020,,,,,Euro 6d-TEMP,Diesel,4x4,,,SUV / offroad,BMW,Black interior,,bmw x5,EUR,,2 993 ccm,not published by the seller,61185282,Laser headlights; Heated rear seats; Air suspension; Parking assist system self-steering; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Head-up display,Metallic,62699,6 l/100km (combined); 6.8 l/100km (city); 5.6 l/100km ,,Full leather interior,Black,2,5,,
